"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";"prix";"id_facture_ligne";"type_facture"
"PARC MEDICAL DE BOLLEZEELE";"AFLI19080138";30/08/2019;"Remise exceptionnelle parc médical de Bollezeele";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"-250.00";47955;"facture"
"ATOUTCOMS";"AFLI19080139";30/08/2019;"Unifi Switch 16 Giga + 2 SFP PoE 150W af/at/passif - Switch administrable Unifi - 16 x ports Gigabit PoE - 2 x ports SFP Norme PoE : 802.3af/at ou PoE propriétaire - Budget PoE : 150 W - Backplane : 18 Gbps - Dimensions: 443 x 43 x 221 mm";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"285.00";47956;"facture"
"ATOUTCOMS";"AFLI19080139";30/08/2019;"8068s FR Premium Deskphone gris lune. écran couleur. 3.5 po. 320x240. combiné";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"309.00";47957;"facture"
"ATOUTCOMS";"AFLI19080139";30/08/2019;"8028s FR Premium Deskphone gris lune. écran rétroéclairé Noir et Blanc. 2.8 po.";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"7.00";"139.00";47958;"facture"
"ATOUTCOMS";"AFLI19080139";30/08/2019;"Licence logicielle pour 10 usagers IP supplémentaires";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"386.00";47959;"facture"
"ATOUTCOMS";"AFLI19080139";30/08/2019;"Forfait Câblage / Brassage";30/08/2019;"VENTES DE MARCHANDISES";"VENTES DE MARCHANDISES";"marchandise";"1.00";"40.00";47960;"facture"
"2d Developpement";"AFLI19090001";02/09/2019;"Redevance mensuelle pour Fibre Optique Eurafibre 10 Mbps - 363 rue de Saint Amand 59500 Douai - Garantie de Temps de rétablissement : sous 4h du lundi au vendredi de 9h à 18h";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"387.00";47963;"facture_periodique"
"2d Developpement";"AFLI19090001";02/09/2019;"Location routeur Fibre Optique";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"15.00";47964;"facture_periodique"
"AA PROTECTION";"AFLI19090002";02/09/2019;"Forfait 4G illimité fixes / mobiles / SMS / MMS / Data 1 Go - Réseau Orange (Engagement 12 mois)";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"14.00";47967;"facture_periodique"
"AA PROTECTION";"AFLI19090002";02/09/2019;"Consommations de la période précédente";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.00";47968;"facture_periodique"
"AbsysTech";"AFLI19090003";02/09/2019;"Abonnement mobile - Forfait illimité - Data 3Go";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"13.00";47983;"facture_periodique"
"AbsysTech";"AFLI19090003";02/09/2019;"Abonnement 4G - forfait illimité - data 10Go";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"16.00";47984;"facture_periodique"
"AbsysTech";"AFLI19090003";02/09/2019;"Abonnement Fibre ZVS 100Mbps";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"375.00";47985;"facture_periodique"
"AbsysTech";"AFLI19090003";02/09/2019;"Cloud Firewall Standard";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"16.00";47986;"facture_periodique"
"AbsysTech";"AFLI19090003";02/09/2019;"Abonnement 4G - Forfait illimité - Data 5Go";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"15.00";47987;"facture_periodique"
"AbsysTech";"AFLI19090003";02/09/2019;"Abonnement 4G - Forfait illimité - Data 1Go";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"9.00";47988;"facture_periodique"
"AbsysTech";"AFLI19090003";02/09/2019;"Consommations de la période précédente";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.29";47989;"facture_periodique"
"ARASSOC Picardie";"AFLI19090004";02/09/2019;"Routeur ADSL Wi-FI (engagement 36 mois)";02/09/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"5.00";48006;"facture_periodique"
"ARASSOC Picardie";"AFLI19090004";02/09/2019;"Lien ADSL Orange (engagement 36 mois)";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"49.00";48007;"facture_periodique"
"ARASSOC Picardie";"AFLI19090004";02/09/2019;"N° SDA";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"5.00";"0.50";48008;"facture_periodique"
"ARASSOC Picardie";"AFLI19090004";02/09/2019;"Trunk SIP full illimité - 2 canaux (appels illimités vers les fixes et mobiles en France + 40 destinations internationales) - à raison de 300 appels vers des numéros différents par canal et par mois - Engagement de 12 mois, renouvelable par tacite reconduction";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"46.00";48009;"facture_periodique"
"ARASSOC Picardie";"AFLI19090004";02/09/2019;"Ligne T0 (accès RNIS) en VGA - Forfait full illimité - 2 canaux de communication - Engagement de 12 mois, renouvelable apr tacite reconduction  Appels illimités vers les fixes et les mobiles en France + 40 destinations internationales";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"60.00";48010;"facture_periodique"
"ARASSOC Picardie";"AFLI19090004";02/09/2019;"Lien SDSL EFM 4 Mbps";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"173.00";48011;"facture_periodique"
"ARASSOC Picardie";"AFLI19090004";02/09/2019;"Location Routeur SDSL EFM 2 paires";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"15.00";48012;"facture_periodique"
"ARASSOC Picardie";"AFLI19090004";02/09/2019;"Consommations de la période précédente";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"5.99";48013;"facture_periodique"
"ARASSOC - Verpillières";"AFLI19090005";02/09/2019;"Unifax - Fax 2 Mail / Mail 2 Fax - 250 unités incluses [nl] Au-delà de 250 fax envoyés, le coût d'envoi d'un fax supplémentaire est de 0,10 ¤ HT (10% de remise incluse)";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"9.00";48016;"facture_periodique"
"ARASSOC - Verpillières";"AFLI19090005";02/09/2019;"Sélection Directe à l'Arrivée (SDA) - Numéro dédié";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.50";48017;"facture_periodique"
"Association FLVS : Fédérons les Villes pour la Santé";"AFLI19090006";02/09/2019;"Lien VDSL Orange (engagement 12 mois) - Dégroupage total (Agence République Gestion Location)";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"49.00";48020;"facture_periodique"
"Association FLVS : Fédérons les Villes pour la Santé";"AFLI19090006";02/09/2019;"Location routeur VDSL - Technicolor T788Vn V2 - Engagement 12 mois - (remis contre caution remboursable de 70¤/routeur)";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";48021;"facture_periodique"
"Association pour la Promotion de Personnes Portant un Handicap - A3PH";"AFLI19090007";02/09/2019;"Forfait 4G illimité fixes / mobiles / SMS / MMS / sans Data - Réseau Orange (Engagement 12 mois)";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"3.00";"11.00";48023;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"N° SDA (Tourcoing)";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"20.00";"0.80";48046;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"Abonnement mensuel - Trunk - illimité national - 2 canaux (Tourcoing)";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"30.00";48047;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"Location routeur câble coaxial";02/09/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"7.00";48048;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"Abonnement Internet sur câble coaxial - Débits : 100Mbps en download - 10Mbps en upload";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"70.00";48049;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"Mise à disposition IPBX LT SOHO - (jusqu'à 32 utilisateurs - 15 communications simultanées - répondeur - pré-décroché)";02/09/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"20.00";48050;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"Redevance mensuelle pour Fibre Optique 100Mbps au 9, place Chaptal - 59100 Roubaix - Garantie de Temps de rétablissement : 4H - Engagement 36 mois";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"695.00";48051;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"Location modem / routeur fibre";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"15.00";48052;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"N° SDA ( Roubaix)";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"10.00";"0.80";48053;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"Abonnement mensuel - Trunk - illimité national - 1 canal ( Roubaix)";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"6.00";"20.00";48054;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"location passerelle IAD - SIP / Numeris - 3TO (Roubaix)";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"15.00";48055;"facture_periodique"
"Association Arcadis";"AFLI19090008";02/09/2019;"Consommations de la période précédente";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"21.10";48056;"facture_periodique"
"ATOUTCOMS";"AFLI19090009";02/09/2019;"[SARL MVS] Abonnement mensuel accès IPBX hébergé - par site";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"15.00";48060;"facture_periodique"
"ATOUTCOMS";"AFLI19090009";02/09/2019;"[SARL MVS]Abonnement mensuel user IPBX hébergé - par user";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"6.00";"3.00";48061;"facture_periodique"
"ATOUTCOMS";"AFLI19090009";02/09/2019;"[SARL MVS] Maintenance mensuelle Equipements Centre privé Easy2Call";02/09/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"13.00";48062;"facture_periodique"
"BAUDRY MARINE";"AFLI19090010";02/09/2019;"Lien VDSL Orange (engagement 12 mois) - Dégroupage total";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"49.00";48068;"facture_periodique"
"BAUDRY MARINE";"AFLI19090010";02/09/2019;"n° SDA";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.80";48069;"facture_periodique"
"BAUDRY MARINE";"AFLI19090010";02/09/2019;"Location routeur VDSL - Technicolor T788Vn V2 - Engagement 12 mois";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";48070;"facture_periodique"
"BAUDRY MARINE";"AFLI19090010";02/09/2019;"Sécurisation du lien via Cloud Firewall Fortinet. Firewall ""Stateful"", proxy, NAT, paramètrage multiwan, Accès distant IPSec et SSL, MPLS";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"39.00";48071;"facture_periodique"
"BAUDRY MARINE";"AFLI19090010";02/09/2019;"Solution fax Unifax - fax2mail / mail2fax - 250 unités incluses";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"9.00";48072;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Abonnement mensuel accès IPBX hébergé - par site";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"15.00";48093;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Abonnement mensuel user IPBX hébergé - par utilisateur";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"3.00";"3.00";48094;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Trunk - illimité national - 1 canal";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"4.00";"15.00";48095;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Abonnement Internet sur câble coaxial - Débits : 100Mbps en download - 10Mbps en upload";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"70.00";48096;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"N° SDA";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"0.80";48097;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Forfait 4G illimité fixes / mobiles / SMS / Data 3Go - Réseau Orange";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"6.00";"21.00";48098;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Forfait 4G illimité fixes / mobiles / SMS / Data 5Go - Réseau Orange";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"24.00";48099;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Administration Contrôleur Unifi";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"9.00";48100;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Maintenance mensuelle Equipements Centrex privé Easy2Call";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"marchandise";"1.00";"15.00";48101;"facture_periodique"
"BECITY";"AFLI19090011";02/09/2019;"Consommations de la période précédente";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"106.71";48102;"facture_periodique"
"BERGAN";"AFLI19090012";02/09/2019;"Abonnement ADSL Orange Dégroupage Total - avec IP fixe - Engagement 12 mois";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"45.00";48117;"facture_periodique"
"BERGAN";"AFLI19090012";02/09/2019;"Location Routeur/modem ADSL Wi-Fi";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"2.00";"5.00";48118;"facture_periodique"
"BERGAN";"AFLI19090012";02/09/2019;"Remise commerciale exceptionnelle sur l'abonnement ADSL";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"-5.00";48119;"facture_periodique"
"BERGAN";"AFLI19090012";02/09/2019;"Trunk SIP - 4 canaux de communication simultanée - Engagement de 12 mois, renouvelable ensuite par tacite reconduction chaque mois [nl]Les appels à destination des fixes en France sont au tarif de 0.019 ¤ HT/min, Les appels à destination des mobiles en France sont au tarif de 0.08 ¤ HT/min";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"20.00";48120;"facture_periodique"
"BERGAN";"AFLI19090012";02/09/2019;"Sélection Directe à l'Arrivée (SDA) : 03 20 48 87 30";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.80";48121;"facture_periodique"
"BERGAN";"AFLI19090012";02/09/2019;"Maintenance mensuelle et extension de garantie du matériel durant 12 mois à raison de 10 ¤ HT/site en centrex et 2 ¤ HT/téléphone - Accès à la hotline 24h/24 et 7j/7 - Nécessite l'ouverture d'une requête hotline pour toute prise en charge du support technique AbsysTech Telecom - Engagement de 12 mois avec reconduction tacite [DLI18120019]";02/09/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE / PRESTATIONS RECURRENTES";"service";"1.00";"26.00";48122;"facture_periodique"
"BERGAN";"AFLI19090012";02/09/2019;"Consommations de la période précédente";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"35.75";48123;"facture_periodique"
"CABINET RADIOLOGIE DE LA LYS";"AFLI19090013";02/09/2019;"Location Routeur SDSL EFM 2 paires";02/09/2019;"VENTES DE MARCHANDISES";"LOCATION";"marchandise";"1.00";"15.00";48126;"facture_periodique"
"CABINET RADIOLOGIE DE LA LYS";"AFLI19090013";02/09/2019;"Lien SDSL EFM 4 Mbps - Orange ZC1 - 2 paires";02/09/2019;"VENTES DE MARCHANDISES";"VENTES D'ABONNEMENT";"marchandise";"1.00";"170.00";48127;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Trunk SIP - Illimités vers les fixes et mobiles - 1 canal";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"8.00";"30.00";48154;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Téléphonie mobile 4G - Forfait illimité fixes / mobiles / SMS / Data 3Go";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"22.00";48155;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Unifax - Fax2mail";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"5.00";48156;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Abonnement FTTH - Débits : 1Gbps / 200Mbps - 1 Adresse IP Fixe";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"68.00";48157;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Accès ADSL - Support SFR - Dégroupage total - Engagement 12 mois - Adresse IP fixe [Olivier Minne]";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"30.00";48158;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Lien VDSL Orange - Dégroupage total";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"49.00";48159;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Sécurisation du lien via Cloud Firewall Fortinet. Firewall ""Stateful"", proxy, NAT, paramètrage multiwan, Accès distant IPSec et SSL, MPLS";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"2.00";"29.00";48160;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"N°SDA";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"34.00";"0.80";48161;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Location Routeur FTTH - 5 ports Gigabit LAN - Wifi built-in 2,4Ghz / 5Ghz";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";48162;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Location routeur VDSL - Technicolor T788Vn V2";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";48163;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Location modem ADSL";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"LOCATION";"marchandise";"1.00";"5.00";48164;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Consommations de la période précédente";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"9.81";48165;"facture_periodique"
"Cap Recouvrement";"AFLI19090014";02/09/2019;"Forfait 4G illimité fixes / mobiles / SMS / Sans data - Réseau Orange";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"3.00";"11.00";48166;"facture_periodique"
"CARDON Isabelle";"AFLI19090015";02/09/2019;"Forfait 4G illimité fixes / mobiles / SMS / Data 10Go - Réseau Orange";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"21.00";48169;"facture_periodique"
"CARDON Isabelle";"AFLI19090015";02/09/2019;"Consommations de la période précédante";02/09/2019;"VENTES MARCHANDISES - ABO TACITE";"VENTES D'ABONNEMENT";"marchandise";"1.00";"0.00";48170;"facture_periodique"
