Référence,Désignation,Etat,Commentaire,Prix d'achat HT,Type,Fournisseur,Fabriquant,Catégorie,Sous Catégorie,Loyer,Durée,Visible sur le site,EAN,Description
1092107,Cave à vin CAVISS S1105TBE,actif,Cave à vin CAVISS S1105TBE,"246,65",Fixe,Boulanger Pro,CAVISS,GROS ELECTRO MENAGER,Cave à vin,"11,6",60,Oui,3260449043120,Cave à vin CAVISS S1105TBE
1081368,Cave à vin CAVISS S148CBE4,actif,Cave à vin CAVISS S148CBE4,"274,46",Fixe,Boulanger Pro,CAVISS,GROS ELECTRO MENAGER,Cave à vin,"11,9",60,Oui,3260449041461,Cave à vin CAVISS S148CBE4
1099432,Cave à vin CAVISS S149OBE3N,actif,Cave à vin CAVISS S149OBE3N,"188,78",Fixe,Boulanger Pro,CAVISS,GROS ELECTRO MENAGER,Cave à vin,"10,6",60,Oui,3260449043304,Cave à vin CAVISS S149OBE3N
1088812,Cave à vin CAVISS SN238KBE4,actif,Cave à vin CAVISS SN238KBE4,"243,19",Fixe,Boulanger Pro,CAVISS,GROS ELECTRO MENAGER,Cave à vin,"11,2",60,Oui,3260449041546,Cave à vin CAVISS SN238KBE4
1014147,Cave à vin CAVISS V1131 CBE,actif,Cave à vin CAVISS V1131 CBE,"460,36",Fixe,Boulanger Pro,CAVISS,GROS ELECTRO MENAGER,Cave à vin,"16,5",60,Oui,3260449036689,Cave à vin CAVISS V1131 CBE
1036531,Cave à vin CLIMADIFF CLS52,actif,Cave à vin CLIMADIFF CLS52,"268,19",Fixe,Boulanger Pro,CLIMADIFF,GROS ELECTRO MENAGER,Cave à vin,"11,7",60,Oui,3595320102895,Cave à vin CLIMADIFF CLS52
1093983,Cave à vin LA SOMMELIERE LS502Z,actif,Cave à vin LA SOMMELIERE LS502Z,"311,23",Fixe,Boulanger Pro,LA SOMMELIERE,GROS ELECTRO MENAGER,Cave à vin,"12,6",60,Oui,3541361607127,Cave à vin LA SOMMELIERE LS502Z
1069713,Cave à vin LIEBHERR WK 66,actif,Cave à vin LIEBHERR WK 66,"443,84",Fixe,Boulanger Pro,LIEBHERR,GROS ELECTRO MENAGER,Cave à vin,"15,5",60,Oui,9005382189474,Cave à vin LIEBHERR WK 66
1053061,Cave à vin LIEBHERR WKT6451-21,actif,Cave à vin LIEBHERR WKT6451-21,"997,43",Fixe,Boulanger Pro,LIEBHERR,GROS ELECTRO MENAGER,Cave à vin,"29,1",60,Oui,9005382180471,Cave à vin LIEBHERR WKT6451-21
1011399,Coffre ELECTROLUX EC3202AOW1,actif,Coffre ELECTROLUX EC3202AOW1,"264,55",Fixe,Boulanger Pro,ELECTROLUX,GROS ELECTRO MENAGER,Congélateur,"12,1",60,Oui,7332543327010,Coffre ELECTROLUX EC3202AOW1
1096578,Coffre WHIRLPOOL WH2010A+EFO,actif,Coffre WHIRLPOOL WH2010A+EFO,199,Fixe,Boulanger Pro,WHIRLPOOL,GROS ELECTRO MENAGER,Congélateur,"10,6",60,Oui,8003437166891,Coffre WHIRLPOOL WH2010A+EFO
1088909,Congélateur armoire BEKO RFNE290L23W,actif,Congélateur armoire BEKO RFNE290L23W,"323,72",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Congélateur,"13,7",60,Oui,8690842111228,Congélateur armoire BEKO RFNE290L23W
1088906,Congélateur armoire BEKO RFSA240M21W,actif,Congélateur armoire BEKO RFSA240M21W,"250,95",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Congélateur,"11,8",60,Oui,5944008918194,Congélateur armoire BEKO RFSA240M21W
1085215,Congélateur armoire LIEBHERR GNP2713-22,actif,Congélateur armoire LIEBHERR GNP2713-22,"508,47",Fixe,Boulanger Pro,LIEBHERR,GROS ELECTRO MENAGER,Congélateur,"17,7",60,Oui,4016803176589,Congélateur armoire LIEBHERR GNP2713-22
1022062,Congélateur armoire LIEBHERR GP 2733,actif,Congélateur armoire LIEBHERR GP 2733,"448,16",Fixe,Boulanger Pro,LIEBHERR,GROS ELECTRO MENAGER,Congélateur,"16,4",60,Oui,4016803030232,Congélateur armoire LIEBHERR GP 2733
1086653,Congélateur armoire SAMSUNG RZ32M7105S9,actif,Congélateur armoire SAMSUNG RZ32M7105S9,"595,06",Fixe,Boulanger Pro,SAMSUNG,GROS ELECTRO MENAGER,Congélateur,"19,8",60,Oui,8806088603087,Congélateur armoire SAMSUNG RZ32M7105S9
1073542,Congélateur armoire SI INDESIT UI8F1CW,actif,Congélateur armoire SI INDESIT UI8F1CW,"317,5",Fixe,Boulanger Pro,INDESIT,GROS ELECTRO MENAGER,Congélateur,"13,6",60,Oui,8007842963847,Congélateur armoire SI INDESIT UI8F1CW
1069997,Congélateur armoire SI LIEBHERR GNP4355 BLU PERFORMANCE,actif,Congélateur armoire SI LIEBHERR GNP4355 BLU PERFORMANCE,"755,5",Fixe,Boulanger Pro,LIEBHERR,GROS ELECTRO MENAGER,Congélateur,"23,2",60,Oui,4016803174103,Congélateur armoire SI LIEBHERR GNP4355 BLU PERFORMANCE
1073734,Congélateur armoire WHIRLPOOL UW6F2YWBIF,actif,Congélateur armoire WHIRLPOOL UW6F2YWBIF,"357,45",Fixe,Boulanger Pro,WHIRLPOOL,GROS ELECTRO MENAGER,Congélateur,"14,3",60,Oui,8003437202520,Congélateur armoire WHIRLPOOL UW6F2YWBIF
1103002,Congélateur intégrable BEKO FBI5850,actif,Congélateur intégrable BEKO FBI5850,"402,05",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Congélateur,"15,2",60,Oui,8690842319105,Congélateur intégrable BEKO FBI5850
1095854,Cuisinière BEKO FDE87100ACS,actif,Cuisinière BEKO FDE87100ACS,"378,95",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Cuisson,14,60,Oui,8690842173196,Cuisinière BEKO FDE87100ACS
1088073,Cuisinière BEKO FSE63321DXCS,actif,Cuisinière BEKO FSE63321DXCS,"268,95",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Cuisson,"11,4",60,Oui,8690842145476,Cuisinière BEKO FSE63321DXCS
1069277,Cuisinière BERTAZZONI GERMANIA AM85C21DX,actif,Cuisinière BERTAZZONI GERMANIA AM85C21DX,"346,13",Fixe,Boulanger Pro,BERTAZZONI GERMANIA,GROS ELECTRO MENAGER,Cuisson,13,60,Oui,8051277856403,Cuisinière BERTAZZONI GERMANIA AM85C21DX
1069441,Cuisinière gaz BRANDT BCG6611W,actif,Cuisinière gaz BRANDT BCG6611W,"286,85",Fixe,Boulanger Pro,BRANDT,GROS ELECTRO MENAGER,Cuisson,"11,8",60,Oui,3660767955660,Cuisinière gaz BRANDT BCG6611W
1097633,Cuisinière gaz HOTPOINT H6T9CE(X)FR,actif,Cuisinière gaz HOTPOINT H6T9CE(X)FR,"296,45",Fixe,Boulanger Pro,HOTPOINT,GROS ELECTRO MENAGER,Cuisson,"12,2",60,Oui,8007842837025,Cuisinière gaz HOTPOINT H6T9CE(X)FR
1081146,Cuisinière INDESIT I6M6CAG(W)/FR,actif,Cuisinière INDESIT I6M6CAG(W)/FR,"233,62",Fixe,Boulanger Pro,INDESIT,GROS ELECTRO MENAGER,Cuisson,"11,2",60,Oui,8007842884357,Cuisinière INDESIT I6M6CAG(W)/FR
1095855,Cuisinière induction BEKO FSE58100XC,actif,Cuisinière induction BEKO FSE58100XC,"358,8",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Cuisson,"13,6",60,Oui,8690842156410,Cuisinière induction BEKO FSE58100XC
1049706,Cuisinière induction DE DIETRICH DCI1583X,actif,Cuisinière induction DE DIETRICH DCI1583X,"708,95",Fixe,Boulanger Pro,DE DIETRICH,GROS ELECTRO MENAGER,Cuisson,"20,8",60,Oui,3660767938694,Cuisinière induction DE DIETRICH DCI1583X
1025352,Cuisinière induction FAURE FCI5529CWA,actif,Cuisinière induction FAURE FCI5529CWA,"354,75",Fixe,Boulanger Pro,FAURE,GROS ELECTRO MENAGER,Cuisson,"13,2",60,Oui,7332543375509,Cuisinière induction FAURE FCI5529CWA
1021669,Cuisinière induction FAURE FCI6530CWA,actif,Cuisinière induction FAURE FCI6530CWA,"402,37",Fixe,Boulanger Pro,FAURE,GROS ELECTRO MENAGER,Cuisson,"14,5",60,Oui,7332543324873,Cuisinière induction FAURE FCI6530CWA
1027330,Cuisinière induction INDESIT I63I 6C6A.T(X)FR,actif,Cuisinière induction INDESIT I63I 6C6A.T(X)FR,"407,17",Fixe,Boulanger Pro,INDESIT,GROS ELECTRO MENAGER,Cuisson,"14,3",60,Oui,8007842851045,Cuisinière induction INDESIT I63I 6C6A.T(X)FR
1028875,Cuisinière mixte CANDY CCG5540PW/1,actif,Cuisinière mixte CANDY CCG5540PW/1,"229,4",Fixe,Boulanger Pro,CANDY,GROS ELECTRO MENAGER,Cuisson,"11,2",60,Oui,8016361889293,Cuisinière mixte CANDY CCG5540PW/1
1069444,Cuisinière mixte Pyr BRANDT BCM6654W,actif,Cuisinière mixte Pyr BRANDT BCM6654W,"378,95",Fixe,Boulanger Pro,BRANDT,GROS ELECTRO MENAGER,Cuisson,14,60,Oui,3660767954663,Cuisinière mixte Pyr BRANDT BCM6654W
1066219,Cuisinière mixte Pyr WHIRLPOOL AXMT 6434/IX,actif,Cuisinière mixte Pyr WHIRLPOOL AXMT 6434/IX,"413,49",Fixe,Boulanger Pro,WHIRLPOOL,GROS ELECTRO MENAGER,Cuisson,"14,9",60,Oui,8003437221866,Cuisinière mixte Pyr WHIRLPOOL AXMT 6434/IX
1066220,Cuisinière mixte WHIRLPOOL ACMK6433IX,actif,Cuisinière mixte WHIRLPOOL ACMK6433IX,275,Fixe,Boulanger Pro,WHIRLPOOL,GROS ELECTRO MENAGER,Cuisson,"11,5",60,Oui,8003437221804,Cuisinière mixte WHIRLPOOL ACMK6433IX
1041483,Cuisinière SMEG TR4110BL1,actif,Cuisinière SMEG TR4110BL1,"1857,24",Fixe,Boulanger Pro,SMEG,GROS ELECTRO MENAGER,Cuisson,"46,7",60,Oui,8017709176648,Cuisinière SMEG TR4110BL1
1063521,Cuisinière vitrocéramique BEKO CSS48100GW,actif,Cuisinière vitrocéramique BEKO CSS48100GW,"209,6",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Cuisson,11,60,Oui,8690842007651,Cuisinière vitrocéramique BEKO CSS48100GW
1055886,Cuisinière vitrocéramique INDESIT IW5VSC1A (W)/FR,actif,Cuisinière vitrocéramique INDESIT IW5VSC1A (W)/FR,"229,36",Fixe,Boulanger Pro,INDESIT,GROS ELECTRO MENAGER,Cuisson,"11,2",60,Oui,8007842853148,Cuisinière vitrocéramique INDESIT IW5VSC1A (W)/FR
1078293,Four BEKO BCE16300X 45cm,actif,Four BEKO BCE16300X 45cm,"234,17",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Four,"11,2",60,Oui,8690842029318,Four BEKO BCE16300X 45cm
1109173,Four BOSCH HBA553BA0,actif,Four BOSCH HBA553BA0,"284,18",Fixe,Boulanger Pro,BOSCH,GROS ELECTRO MENAGER,Four,"12,1",60,Oui,4242005056545,Four BOSCH HBA553BA0
1101320,Four catalyse BEKO BIE25300XCS,actif,Four catalyse BEKO BIE25300XCS,"216,99",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Four,"10,8",60,Oui,8690842128202,Four catalyse BEKO BIE25300XCS
1101200,Four catalyse BEKO BIE26100XCS,actif,Four catalyse BEKO BIE26100XCS,"177,95",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Four,"9,9",60,Oui,8690842029004,Four catalyse BEKO BIE26100XCS
1073316,Four catalyse HOTPOINT FA2844C IX HA,actif,Four catalyse HOTPOINT FA2844C IX HA,"230,48",Fixe,Boulanger Pro,HOTPOINT,GROS ELECTRO MENAGER,Four,"11,1",60,Oui,8050147001271,Four catalyse HOTPOINT FA2844C IX HA
1096885,Four catalyse WHIRLPOOL AKZ96240IX,actif,Four catalyse WHIRLPOOL AKZ96240IX,"237,54",Fixe,Boulanger Pro,WHIRLPOOL,GROS ELECTRO MENAGER,Four,"11,3",60,Oui,8003437833953,Four catalyse WHIRLPOOL AKZ96240IX
1087825,Four combiné SIEMENS IQ700 HB675G0W1F,actif,Four combiné SIEMENS IQ700 HB675G0W1F,"502,39",Fixe,Boulanger Pro,SIEMENS,GROS ELECTRO MENAGER,Four,"16,3",60,Oui,4242003671719,Four combiné SIEMENS IQ700 HB675G0W1F
1093327,Four Eco-clean NEFF B46FT64N0,actif,Four Eco-clean NEFF B46FT64N0,"1093,95",Fixe,Boulanger Pro,NEFF,GROS ELECTRO MENAGER,Four,"28,9",60,Oui,4242004181491,Four Eco-clean NEFF B46FT64N0
1036518,Four Eco-clean NEFF B47CR32N0,actif,Four Eco-clean NEFF B47CR32N0,"569,3",Fixe,Boulanger Pro,NEFF,GROS ELECTRO MENAGER,Four,"17,7",60,Oui,4242004177302,Four Eco-clean NEFF B47CR32N0
1096919,Four émail SMEG SF6905N1,actif,Four émail SMEG SF6905N1,"323,95",Fixe,Boulanger Pro,SMEG,GROS ELECTRO MENAGER,Four,"12,6",60,Oui,8017709241537,Four émail SMEG SF6905N1
1101212,Four pyrolyse BEKO BIET21300XP,actif,Four pyrolyse BEKO BIET21300XP,"278,58",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Four,"11,5",60,Oui,8690842129759,Four pyrolyse BEKO BIET21300XP
1101213,Four pyrolyse BEKO BIMM25401XPS,actif,Four pyrolyse BEKO BIMM25401XPS,"338,06",Fixe,Boulanger Pro,BEKO,GROS ELECTRO MENAGER,Four,"12,9",60,Oui,8690842127960,Four pyrolyse BEKO BIMM25401XPS
1109182,Four pyrolyse BOSCH HBA573ES0,actif,Four pyrolyse BOSCH HBA573ES0,"416,3",Fixe,Boulanger Pro,BOSCH,GROS ELECTRO MENAGER,Four,"14,5",60,Oui,4242005033935,Four pyrolyse BOSCH HBA573ES0
1110366,Four pyrolyse BOSCH HBF173BS0,actif,Four pyrolyse BOSCH HBF173BS0,"351,45",Fixe,Boulanger Pro,BOSCH,GROS ELECTRO MENAGER,Four,"13,6",60,Oui,4242005047604,Four pyrolyse BOSCH HBF173BS0
1049279,Four pyrolyse BOSCH Série 8 HBG672BS1F,actif,Four pyrolyse BOSCH Série 8 HBG672BS1F,"434,07",Fixe,Boulanger Pro,BOSCH,GROS ELECTRO MENAGER,Four,"15,2",60,Oui,4242002808734,Four pyrolyse BOSCH Série 8 HBG672BS1F
1087822,Four pyrolyse BOSCH Série 8 HBG673BB1F,actif,Four pyrolyse BOSCH Série 8 HBG673BB1F,"456,91",Fixe,Boulanger Pro,BOSCH,GROS ELECTRO MENAGER,Four,"15,4",60,Oui,4242002808710,Four pyrolyse BOSCH Série 8 HBG673BB1F
1087799,Four pyrolyse BOSCH Série 8 HBG673BS1F,actif,Four pyrolyse BOSCH Série 8 HBG673BS1F,"456,91",Fixe,Boulanger Pro,BOSCH,GROS ELECTRO MENAGER,Four,"15,3",60,Oui,4242002808703,Four pyrolyse BOSCH Série 8 HBG673BS1F
1087821,Four pyrolyse BOSCH Série 8 HBG673BW1F,actif,Four pyrolyse BOSCH Série 8 HBG673BW1F,"456,91",Fixe,Boulanger Pro,BOSCH,GROS ELECTRO MENAGER,Four,"15,4",60,Oui,4242002808697,Four pyrolyse BOSCH Série 8 HBG673BW1F
1074503,Four pyrolyse BRANDT BXP5132X,actif,Four pyrolyse BRANDT BXP5132X,"257,86",Fixe,Boulanger Pro,BRANDT,GROS ELECTRO MENAGER,Four,"11,7",60,Oui,3660767958388,Four pyrolyse BRANDT BXP5132X
1074507,Four pyrolyse BRANDT BXP5330X,actif,Four pyrolyse BRANDT BXP5330X,"264,71",Fixe,Boulanger Pro,BRANDT,GROS ELECTRO MENAGER,Four,"11,2",60,Oui,3660767956452,Four pyrolyse BRANDT BXP5330X
1074509,Four pyrolyse BRANDT BXP6555B,actif,Four pyrolyse BRANDT BXP6555B,"318,17",Fixe,Boulanger Pro,BRANDT,GROS ELECTRO MENAGER,Four,"12,4",60,Oui,3660767958555,Four pyrolyse BRANDT BXP6555B
1074508,Four pyrolyse BRANDT BXP6555X,actif,Four pyrolyse BRANDT BXP6555X,"318,17",Fixe,Boulanger Pro,BRANDT,GROS ELECTRO MENAGER,Four,"12,4",60,Oui,3660767955066,Four pyrolyse BRANDT BXP6555X
1088521,Four pyrolyse DE DIETRICH DOP7340X,actif,Four pyrolyse DE DIETRICH DOP7340X,"395,06",Fixe,Boulanger Pro,DE DIETRICH,GROS ELECTRO MENAGER,Four,"14,1",60,Oui,3660767964457,Four pyrolyse DE DIETRICH DOP7340X
1088522,Four pyrolyse DE DIETRICH DOP7350A,actif,Four pyrolyse DE DIETRICH DOP7350A,"433,95",Fixe,Boulanger Pro,DE DIETRICH,GROS ELECTRO MENAGER,Four,"14,9",60,Oui,3660767961357,Four pyrolyse DE DIETRICH DOP7350A
1091902,Four pyrolyse DE DIETRICH DOP7568G,actif,Four pyrolyse DE DIETRICH DOP7568G,"461,45",Fixe,Boulanger Pro,DE DIETRICH,GROS ELECTRO MENAGER,Four,"15,5",60,Oui,3660767965805,Four pyrolyse DE DIETRICH DOP7568G
1091905,Four pyrolyse DE DIETRICH DOP7568X,actif,Four pyrolyse DE DIETRICH DOP7568X,"434,97",Fixe,Boulanger Pro,DE DIETRICH,GROS ELECTRO MENAGER,Four,"14,9",60,Oui,3660767965782,Four pyrolyse DE DIETRICH DOP7568X
1116028,Four pyrolyse ELECTROLUX EOC5741BOX/1,actif,Four pyrolyse ELECTROLUX EOC5741BOX/1,"378,95",Fixe,Boulanger Pro,ELECTROLUX,GROS ELECTRO MENAGER,Four,"13,7",60,Oui,7332543621088,Four pyrolyse ELECTROLUX EOC5741BOX/1
